platform,store_id,product_id,canonical_asin,product_name,brand,price,currency,product_url,review_count,collected_at
amazon,A3UITLIH0G45Q9,B0DTDWVFWP,B0DTDWVFWP,CLOSEMATE 7 Pairs Mens Ankle Running Socks and 6 Pairs Mens Athletic Crew Socks (US Mens Size 9-12),CLOSEMATE,43.68,USD,https://www.amazon.com/dp/B0DTDWVFWP,0,2026-08-20T02:24:56Z
amazon,A3UITLIH0G45Q9,B0DTDWXZNK,B0DTDWXZNK,"CLOSEMATE 7 Pairs Men's Ankle Running Socks & 6 Pairs Men's Athletic Crew Socks (White, Size 9-12, 13 Count)",CLOSEMATE,44.63,USD,https://www.amazon.com/dp/B0DTDWXZNK,0,2026-08-19T19:23:51Z
amazon,A3UITLIH0G45Q9,B0DTDXF4WX,B0DTDXF4WX,CLOSEMATE 7 Pairs Mens Ankle Running Socks and 6 Pairs Mens Athletic Crew Socks (US Mens Size 9-12),CLOSEMATE,44.63,USD,https://www.amazon.com/dp/B0DTDXF4WX,0,2026-08-19T19:24:38Z
amazon,A3UITLIH0G45Q9,B0DTDYDM33,B0DTDYDM33,CLOSEMATE 7 Pairs Mens Ankle Running Socks and 6 Pairs Mens Athletic Ankle Socks (US Mens Size 9-12),CLOSEMATE,37.03,USD,https://www.amazon.com/dp/B0DTDYDM33,0,2026-08-19T19:25:13Z
amazon,A3UITLIH0G45Q9,B0DTDYZXS5,B0DTDYZXS5,"CLOSEMATE Men's 7 Pairs Ankle Running Socks & 6 Pairs Athletic Crew Socks (Black, US Men's Size 9-12, 20 Count)",CLOSEMATE,42.76,USD,https://www.amazon.com/dp/B0DTDYZXS5,0,2026-08-19T19:25:21Z
amazon,A3UITLIH0G45Q9,B0DTDZYVNH,B0DTDZYVNH,CLOSEMATE 6 Pairs Men's Black Cotton Crew Socks (US Mens Size 9-12) and 6 Pairs Men's Athletic Ankle Socks (US Mens Size 12-15),CLOSEMATE,43.69,USD,https://www.amazon.com/dp/B0DTDZYVNH,0,2026-08-19T19:26:06Z
amazon,A3UITLIH0G45Q9,B0DTF12Y6S,B0DTF12Y6S,CLOSEMATE 13 Pairs Black Medium Mens Ankle Running Socks and Athletic Socks,CLOSEMATE,37.03,USD,https://www.amazon.com/dp/B0DTF12Y6S,0,2026-08-19T19:26:45Z
amazon,A3UITLIH0G45Q9,B0DTF1QKVX,B0DTF1QKVX,CLOSEMATE 6 Pairs Mens Cushioned Crew Socks (US Mens Size 9-12) and 6 Pairs Mens Athletic Ankle Socks (US Mens Size 12-15),CLOSEMATE,43.69,USD,https://www.amazon.com/dp/B0DTF1QKVX,1,2026-09-02T19:13:06Z
amazon,A3UITLIH0G45Q9,B0F5PYKC57,B0F5PYKC57,CLOSEMATE 12 Pairs Thin and Comfortable Mens No Show Socks (US Mens Size: 7-10 and US Mens Size: 9-12),CLOSEMATE,24.68,USD,https://www.amazon.com/dp/B0F5PYKC57,0,2026-08-19T19:27:42Z
amazon,A3UITLIH0G45Q9,B0F5Q2NYLW,B0F5Q2NYLW,CLOSEMATE 6 Pairs Mens No Show Socks (US Men Size 9-12) and 6 Pairs Bamboo Viscose Ankle Socks (US Men Size 10-13),CLOSEMATE,26.58,USD,https://www.amazon.com/dp/B0F5Q2NYLW,0,2026-08-19T19:27:56Z
amazon,A3UITLIH0G45Q9,B0F5Q352WF,B0F5Q352WF,CLOSEMATE 12 Pairs Thin and Comfortable Mens No Show Socks (US Mens Size: 7-10 and US Mens Size: 9-12),CLOSEMATE,24.68,USD,https://www.amazon.com/dp/B0F5Q352WF,0,2026-08-19T19:28:47Z
amazon,A3UITLIH0G45Q9,B0F5Q4CWNL,B0F5Q4CWNL,CLOSEMATE 6 Pairs Bamboo Viscose Ankle Socks (US Men Size 10-13) and 6 Pairs Mens No Show Socks (US Men Size 7-10),CLOSEMATE,26.58,USD,https://www.amazon.com/dp/B0F5Q4CWNL,0,2026-08-19T19:29:04Z
amazon,A3UITLIH0G45Q9,B0F5Q4FCM1,B0F5Q4FCM1,CLOSEMATE 6 Pairs Bamboo Viscose Ankle Socks (US Men Size 10-13) and 6 Pairs Mens No Show Socks (US Men Size 7-10),CLOSEMATE,26.58,USD,https://www.amazon.com/dp/B0F5Q4FCM1,0,2026-08-19T19:30:16Z
amazon,A3UITLIH0G45Q9,B0F5Q52S9J,B0F5Q52S9J,CLOSEMATE 12 Pairs Thin and Comfortable Mens No Show Socks (US Mens Size: 9-12),CLOSEMATE,24.68,USD,https://www.amazon.com/dp/B0F5Q52S9J,0,2026-08-19T19:30:32Z
amazon,A3UITLIH0G45Q9,B0F5Q66NS1,B0F5Q66NS1,CLOSEMATE 12 Pairs Thin and Comfortable Mens No Show Socks (US Mens Size: 9-12 and US Mens Size: 12-15),CLOSEMATE,24.68,USD,https://www.amazon.com/dp/B0F5Q66NS1,0,2026-09-01T10:33:07Z
amazon,A3UITLIH0G45Q9,B0F5Q6B8BR,B0F5Q6B8BR,CLOSEMATE 6 Pairs Bamboo Viscose Ankle Socks (US Men Size 10-13) and 6 Pairs Mens No Show Socks (US Men Size 7-10),CLOSEMATE,26.58,"",https://www.amazon.com/dp/B0F5Q6B8BR,0,2026-08-19T19:31:33Z
amazon,A3UITLIH0G45Q9,B0F5Q76KLD,B0F5Q76KLD,CLOSEMATE 6 Pairs Mens No Show Socks (US Men Size 9-12) and 6 Pairs Bamboo Viscose Ankle Socks (US Men Size 10-13),CLOSEMATE,26.58,USD,https://www.amazon.com/dp/B0F5Q76KLD,0,2026-08-19T19:31:41Z
amazon,A3UITLIH0G45Q9,B0F5Q7L5LC,B0F5Q7L5LC,CLOSEMATE 6 Pairs Mens No Show Socks (US Men Size 9-12) and 6 Pairs Bamboo Viscose Ankle Socks (US Men Size 10-13),CLOSEMATE,26.58,USD,https://www.amazon.com/dp/B0F5Q7L5LC,0,2026-08-20T02:25:12Z
amazon,A3UITLIH0G45Q9,B0F5VVXYCH,B0F5VVXYCH,CLOSEMATE 10 Pairs Low Cut Short Ankle Socks for Men (US Mens Size:10-13) and 6 Pairs Mens No Show Socks (US Mens Size: 7-10),CLOSEMATE,31.33,USD,https://www.amazon.com/dp/B0F5VVXYCH,0,2026-08-19T19:32:31Z
amazon,A3UITLIH0G45Q9,B0F5VW5HZC,B0F5VW5HZC,CLOSEMATE 6 Pairs Mens No Show Socks and 10 Pairs Low Cut Short Ankle Socks for Men (US Mens Size: 7-10),CLOSEMATE,31.33,USD,https://www.amazon.com/dp/B0F5VW5HZC,0,2026-08-19T19:32:48Z
amazon,A3UITLIH0G45Q9,B0F5W2GKNC,B0F5W2GKNC,CLOSEMATE 6 Pairs Mens No Show Socks (US Mens Size: 9-12) and 10 Pairs Low Cut Short Ankle Socks for Men (US Mens Size:7-10),CLOSEMATE,31.33,USD,https://www.amazon.com/dp/B0F5W2GKNC,0,2026-08-20T02:25:31Z
amazon,A3UITLIH0G45Q9,B0F5W2MNNJ,B0F5W2MNNJ,CLOSEMATE 10 Pairs Low Cut Short Ankle Socks for Men (US Mens Size:10-13) and 6 Pairs Mens No Show Socks (US Mens Size: 7-10),CLOSEMATE,31.33,USD,https://www.amazon.com/dp/B0F5W2MNNJ,0,2026-08-19T19:34:00Z
